index,table                 ,table_count,id        ,name                   ,shape
124  ,bazhoupois_resident   ,10         ,B03E40MRY2,上华城                    ,"86.157354,41.75579;86.149941,41.747994;86.151033,41.753742;86.15595,41.746182;86.150171,41.75648;86.159548,41.754358;86.157441,41.749139;86.156684,41.755124;86.148279,41.747352;86.148665,41.74924;86.158002,41.747534;86.157354,41.75579"
125  ,bazhoupois_resident   ,11         ,B03E40MI1D,金城花园                   ,"86.167885,41.757531;86.162802,41.756769;86.169128,41.751445;86.1608,41.758453;86.16953,41.756159;86.167885,41.757531"
126  ,bazhoupois_resident   ,12         ,B0FFG8TU7L,京龙美湖                   ,"86.161893,41.742875;86.155428,41.743387;86.153262,41.743633;86.16152,41.743002;86.162954,41.74315;86.154015,41.741142;86.162463,41.741271;86.16284,41.733867;86.163152,41.740391;86.164862,41.741762;86.163483,41.735304;86.16441,41.736648;86.163709,41.743095;86.155344,41.743527;86.161893,41.742875"
127  ,bazhoupois_resident   ,13         ,B03E40M83E,梦之岛花园                  ,"86.158442,41.745018;86.157649,41.745211;86.158797,41.745855;86.159761,41.746175;86.160163,41.745548;86.151137,41.746259;86.153323,41.747791;86.152123,41.747505;86.158399,41.74817;86.159992,41.748708;86.159945,41.748749;86.160028,41.748449;86.157496,41.741001;86.149598,41.749252;86.156917,41.747369;86.149297,41.746411;86.149059,41.749006;86.157206,41.741904;86.155251,41.74767;86.156565,41.741568;86.147691,41.746865;86.149369,41.747679;86.156217,41.746361;86.154828,41.740635;86.15666,41.741031;86.15666,41.747824;86.155414,41.739021;86.155915,41.740659;86.155086,41.745419;86.14965,41.747265;86.158696,41.748145;86.158442,41.745018"
128  ,bazhoupois_resident   ,14         ,B0FFF38WR2,长福·雅园                  ,"86.174135,41.757905;86.16727,41.757478;86.173032,41.755811;86.174498,41.757697;86.165839,41.749307;86.174358,41.748344;86.173697,41.749565;86.168323,41.757381;86.174415,41.751123;86.174135,41.757905"
129  ,bazhoupois_resident   ,15         ,B0FFHXGRGR,和风碧水园                  ,"86.182747,41.767811;86.183947,41.767444;86.177852,41.759213;86.175495,41.756891;86.180669,41.764845;86.181071,41.757568;86.174823,41.757788;86.175481,41.757899;86.174004,41.767426;86.181178,41.760598;86.182891,41.759431;86.182747,41.767811"
130  ,bazhoupois_resident   ,16         ,B03E400SBP,成功欧式花园                 ,"86.154923,41.749311;86.147634,41.748895;86.147511,41.748412;86.156393,41.742902;86.154726,41.75101;86.147662,41.751931;86.154675,41.750242;86.156019,41.749311;86.14857,41.752344;86.15769,41.742225;86.157717,41.742849;86.150734,41.750595;86.150734,41.749737;86.157317,41.742063;86.156774,41.75122;86.158601,41.749992;86.149898,41.749797;86.155382,41.749534;86.148279,41.750103;86.15767,41.748606;86.157673,41.742773;86.157861,41.742759;86.156945,41.747957;86.149206,41.747957;86.154923,41.749311"
131  ,bazhoupois_resident   ,17         ,B03E40ME8Y,建宇·盛府丽苑                ,"86.179653,41.743746;86.179967,41.753021;86.171587,41.754294;86.175449,41.753253;86.168509,41.750845;86.177429,41.749774;86.179653,41.743746"
132  ,bazhoupois_resident   ,18         ,B03E40MEO3,湖滨世纪城南区                ,"86.18598,41.720848;86.181388,41.727244;86.186858,41.729067;86.185747,41.720848;86.178763,41.726911;86.184795,41.719388;86.18598,41.720848"
133  ,bazhoupois_resident   ,19         ,B0FFF6YIPK,领地凯旋公馆                 ,"86.155933,41.749627;86.154862,41.747352;86.157263,41.75517;86.157638,41.754967;86.148848,41.745961;86.157536,41.747583;86.154353,41.751543;86.153372,41.754081;86.145749,41.746275;86.144979,41.751631;86.150429,41.752711;86.150429,41.75303;86.150746,41.754166;86.153284,41.754166;86.152897,41.75652;86.152668,41.75468;86.155933,41.749627"
134  ,bazhoupois_resident   ,20         ,B03E40MA8F,现代名苑(石化大道)             ,"86.181191,41.738159;86.175042,41.735662;86.184416,41.737254;86.185569,41.737375;86.186279,41.737436;86.185773,41.732042;86.179166,41.739182;86.184898,41.739232;86.181779,41.729071;86.181191,41.738159"
135  ,bazhoupois_resident   ,21         ,B03E40M7XW,千城·梨香水韵(石化大道)          ,"86.171852,41.749427;86.172077,41.748595;86.16963,41.747731;86.168724,41.749638;86.169772,41.741095;86.168572,41.749304;86.170422,41.747766;86.164287,41.747712;86.165353,41.746109;86.165655,41.747217;86.173165,41.745699;86.171622,41.738874;86.172203,41.738827;86.17341,41.745793;86.176138,41.740382;86.174168,41.749248;86.175795,41.741677;86.176304,41.748989;86.175664,41.750809;86.166776,41.749457;86.166776,41.748989;86.171898,41.750755;86.172983,41.743885;86.171371,41.749034;86.164548,41.749897;86.171962,41.750255;86.17198,41.750255;86.171852,41.749427"
136  ,bazhoupois_resident   ,22         ,B03E400DCA,团结小区(团结北路)             ,"86.148206,41.749278;86.149857,41.742238;86.149816,41.749898;86.145229,41.743818;86.150088,41.743594;86.150525,41.749462;86.145639,41.749082;86.152877,41.749636;86.152706,41.751124;86.151645,41.741236;86.154895,41.743034;86.147367,41.739366;86.154791,41.747266;86.144268,41.739912;86.144869,41.748119;86.149131,41.740907;86.142116,41.748457;86.15127,41.738836;86.144044,41.740048;86.141565,41.747826;86.140402,41.745586;86.149229,41.741963;86.149857,41.741963;86.149857,41.747623;86.148373,41.749381;86.148206,41.749278"
137  ,bazhoupois_resident   ,23         ,B03E40MC70,现代·丝路华庭                ,"86.164522,41.743588;86.163979,41.734513;86.164555,41.736539;86.166155,41.742387;86.167025,41.743804;86.167846,41.745215;86.168135,41.744801;86.170823,41.739533;86.170044,41.746614;86.166913,41.747244;86.167485,41.746508;86.159785,41.739638;86.167286,41.74775;86.165767,41.746298;86.160278,41.744475;86.166319,41.737825;86.164522,41.743588"
138  ,bazhoupois_resident   ,24         ,B03E40MDRJ,豪帅·丽都华府                ,"86.171569,41.738648;86.17274,41.74165;86.172898,41.731577;86.173078,41.739287;86.165882,41.739072;86.168447,41.730825;86.164031,41.732121;86.162126,41.739976;86.170125,41.733958;86.171569,41.738648"
139  ,bazhoupois_resident   ,25         ,B03E40MDTD,华夏名门                   ,"86.162516,41.738279;86.162923,41.743843;86.168431,41.744386;86.167406,41.744472;86.158345,41.743273;86.158656,41.742649;86.165744,41.734036;86.160687,41.739875;86.160692,41.732889;86.169122,41.739899;86.167331,41.731991;86.168309,41.739899;86.169204,41.734064;86.170467,41.741688;86.164764,41.734478;86.163201,41.742757;86.169305,41.734985;86.170042,41.742714;86.170125,41.742646;86.162587,41.742942;86.16369,41.745176;86.162516,41.738279"
140  ,bazhoupois_resident   ,26         ,B03E400AWY,天山绿苑                   ,"86.14754,41.776342;86.138346,41.774866;86.140656,41.777726;86.146668,41.775126;86.146211,41.77087;86.13834,41.769072;86.139982,41.771062;86.139383,41.771406;86.147649,41.772254;86.146422,41.77898;86.144437,41.778474;86.144509,41.778412;86.143989,41.780436;86.146982,41.77994;86.147988,41.771114;86.143286,41.771966;86.148839,41.77009;86.141927,41.770504;86.150247,41.770136;86.14239,41.776408;86.142393,41.769072;86.150823,41.776266;86.141571,41.775648;86.150076,41.768354;86.139902,41.77048;86.139729,41.775598;86.147735,41.776086;86.140004,41.776316;86.1407,41.76749;86.14754,41.776342"
141  ,bazhoupois_resident   ,27         ,B03E40MCMA,华誉·怡景苑                 ,"86.173648,41.748737;86.175992,41.753349;86.166635,41.753971;86.175188,41.746509;86.176137,41.753644;86.176677,41.753546;86.169447,41.755576;86.174862,41.755879;86.172716,41.753715;86.173648,41.748737"
142  ,bazhoupois_resident   ,28         ,B03E40M7XZ,佳德花园(延安路)              ,"86.178968,41.718314;86.179678,41.726944;86.178129,41.718406;86.182143,41.725609;86.182557,41.725288;86.175983,41.724004;86.177919,41.717124;86.172851,41.722662;86.177,41.71831;86.178968,41.718314"
143  ,bazhoupois_resident   ,29         ,B03E400JG1,金冠小区                   ,"86.166096,41.769809;86.166074,41.769607;86.167513,41.774457;86.16572,41.774461;86.174193,41.776692;86.174564,41.777125;86.167078,41.768895;86.1678,41.769318;86.16955,41.778533;86.176828,41.771838;86.174411,41.778187;86.167511,41.778924;86.166096,41.769809"
144  ,bazhoupois_resident   ,30         ,B03E40MI1I,和谐居                    ,"86.145707,41.75221;86.153291,41.751822;86.152853,41.751822;86.152132,41.744031;86.150929,41.749422;86.147343,41.750323;86.153094,41.743928;86.152667,41.751836;86.152667,41.751548;86.151995,41.743798;86.145707,41.75221"
145  ,bazhoupois_resident   ,31         ,B03E40MEKF,扬帆·白鹭天缘                ,"86.238182,41.706608;86.249263,41.705376;86.241743,41.702508;86.238182,41.702508;86.238182,41.706608"
146  ,bazhoupois_resident   ,32         ,B03E40MENC,宝安·江南城                 ,"86.131195,41.751564;86.124979,41.74936;86.135134,41.750552;86.139252,41.749129;86.139064,41.743007;86.133513,41.749697;86.138748,41.750111;86.140565,41.741487;86.133391,41.741088;86.140862,41.744005;86.123399,41.745354;86.12219,41.745211;86.12219,41.740796;86.129448,41.748895;86.130431,41.749732;86.129617,41.744412;86.12515,41.750854;86.131195,41.751564"
147  ,bazhoupois_resident   ,33         ,B03E40MAKA,康都时代花园                 ,"86.171912,41.751272;86.173822,41.753139;86.16873,41.762183;86.166459,41.754031;86.176096,41.760072;86.177118,41.75259;86.176886,41.749845;86.17387,41.749901;86.167379,41.75886;86.171857,41.759144;86.172542,41.750368;86.172705,41.750396;86.166419,41.75744;86.171912,41.751272"
148  ,bazhoupois_resident   ,34         ,B03E40MB0G,金鹭花园                   ,"86.129729,41.759935;86.127767,41.765546;86.13334,41.760314;86.132553,41.768585;86.126357,41.769004;86.13336,41.769862;86.129506,41.761099;86.129729,41.759935"
149  ,bazhoupois_resident   ,35         ,B03E40M828,柏香苑                    ,"86.166265,41.774232;86.165681,41.767845;86.165755,41.774075;86.16608,41.766757;86.164605,41.773299;86.158405,41.766205;86.164432,41.771907;86.166291,41.764331;86.167771,41.770927;86.166628,41.770391;86.159022,41.772399;86.161358,41.772067;86.167857,41.771825;86.167892,41.771175;86.167368,41.774025;86.170079,41.772253;86.162783,41.772267;86.166265,41.774232"
150  ,bazhoupois_resident   ,36         ,B0FFGALUJP,地矿嘉苑                   ,"86.146301,41.763423;86.14531,41.770307;86.155246,41.768315;86.153655,41.769695;86.146301,41.763423"
151  ,bazhoupois_resident   ,37         ,B03E400JTN,圣果名苑                   ,"86.169909,41.746471;86.170305,41.750976;86.175233,41.740947;86.178895,41.738606;86.167121,41.741992;86.169909,41.746471"
152  ,bazhoupois_resident   ,38         ,B03E40M81A,圣马润泽园                  ,"86.183506,41.734541;86.185946,41.734852;86.176643,41.735398;86.18547,41.72812;86.184185,41.728546;86.187279,41.730525;86.186698,41.736421;86.188279,41.737382;86.18837,41.737444;86.19014,41.736968;86.181448,41.738512;86.181371,41.73812;86.187594,41.730151;86.180361,41.737481;86.186155,41.738179;86.179649,41.736162;86.183732,41.728871;86.183506,41.728685;86.183709,41.736687;86.175302,41.736601;86.183506,41.734541"
153  ,bazhoupois_resident   ,39         ,B03E40M7ZZ,阳光城市绿岛                 ,"86.169458,41.786616;86.16587,41.778896;86.165328,41.778134;86.173242,41.78664;86.165205,41.779442;86.174229,41.78733;86.172801,41.78135;86.172797,41.78911;86.171721,41.788858;86.171754,41.78781;86.171985,41.789126;86.172755,41.789866;86.167027,41.78397;86.17368,41.789782;86.162624,41.784198;86.169114,41.78927;86.163896,41.79178;86.17019,41.788037;86.169458,41.786616"
154  ,bazhoupois_resident   ,40         ,B0FFGCU1QL,澜波湾小区                  ,"86.175008,41.722716;86.179015,41.721727;86.183648,41.723538;86.184786,41.716944;86.184664,41.717734;86.177532,41.724965;86.175008,41.722716"
155  ,bazhoupois_resident   ,41         ,B03E40MF2L,天和美苑                   ,"86.150229,41.751691;86.151742,41.751084;86.152761,41.74415;86.153078,41.744152;86.144722,41.753032;86.144926,41.750494;86.152976,41.750882;86.151633,41.751846;86.145771,41.746558;86.144221,41.754039;86.150229,41.751691"
156  ,bazhoupois_resident   ,42         ,B0FFFOVS4U,华誉亲水湾                  ,"86.179878,41.728815;86.176582,41.727333;86.170296,41.725524;86.17938,41.726741;86.172611,41.732502;86.17524,41.730652;86.180502,41.730652;86.177371,41.732;86.180235,41.728047;86.181553,41.725731;86.181808,41.732883;86.180829,41.734851;86.180389,41.732844;86.172137,41.734452;86.172137,41.726538;86.173628,41.727516;86.18189,41.733864;86.179388,41.728976;86.179907,41.72674;86.179907,41.734194;86.17949,41.734396;86.179819,41.734135;86.181052,41.728247;86.180707,41.727783;86.173823,41.735031;86.179817,41.729177;86.179878,41.728815"
157  ,bazhoupois_resident   ,43         ,B0FFGA903U,红玺台                    ,"86.168447,41.741822;86.1711,41.738316;86.164857,41.743361;86.173214,41.742612;86.163349,41.742267;86.168447,41.741822"
158  ,bazhoupois_resident   ,44         ,B03E400A9I,华山龙湖苑                  ,"86.13281,41.754668;86.139728,41.749711;86.132749,41.756049;86.136769,41.758529;86.137674,41.75674;86.13003,41.747328;86.130539,41.756744;86.13763,41.749766;86.128389,41.755326;86.136506,41.7555;86.128371,41.755978;86.137938,41.755532;86.136646,41.757527;86.135958,41.750877;86.135451,41.758577;86.136558,41.749607;86.133303,41.752337;86.125902,41.750503;86.127373,41.759153;86.126087,41.755648;86.133581,41.746647;86.127795,41.748981;86.127038,41.754237;86.128419,41.754703;86.128697,41.753181;86.130857,41.747035;86.13281,41.754668"
159  ,bazhoupois_resident   ,45         ,B03E40M7XS,锦地水岸                   ,"86.141132,41.745286;86.146991,41.745261;86.144754,41.744399;86.151197,41.745346;86.140613,41.751658;86.14245,41.752632;86.148827,41.74423;86.140564,41.753325;86.141132,41.745286"
160  ,bazhoupois_resident   ,46         ,B03E400AIK,华山锦秀苑                  ,"86.129141,41.753544;86.13871,41.751966;86.139034,41.759026;86.130921,41.758526;86.131254,41.759512;86.128828,41.75741;86.129141,41.753544"
161  ,bazhoupois_resident   ,47         ,B0FFFNUSIC,中达盛·在水一方               ,"86.153982,41.762399;86.154303,41.763282;86.154977,41.75609;86.154098,41.755259;86.155749,41.762221;86.153982,41.762399"
162  ,bazhoupois_resident   ,48         ,B03E400D8U,东方物探小区                 ,"86.179359,41.716917;86.177174,41.715287;86.175053,41.705773;86.183087,41.706928;86.179359,41.716917"
163  ,bazhoupois_resident   ,49         ,B0FFFGLNC4,米兰春天                   ,"86.166052,41.740288;86.174265,41.733473;86.174495,41.734331;86.172383,41.742619;86.166052,41.740288"
164  ,bazhoupois_resident   ,50         ,B0FFHM72RL,36号小区                  ,"86.141572,41.730289;86.14763,41.731238;86.146551,41.729182;86.147977,41.736638;86.145296,41.736668;86.146533,41.729755;86.146533,41.73651;86.138307,41.737376;86.146492,41.735391;86.146492,41.728869;86.146694,41.734306;86.145462,41.73437;86.138798,41.727778;86.148592,41.734257;86.148825,41.735724;86.141572,41.730289"
165  ,bazhoupois_resident   ,51         ,B0FFF42031,东岸美庐                   ,"86.179932,41.758925;86.175054,41.764427;86.183224,41.755483;86.183156,41.764222;86.180773,41.756178;86.18214,41.763145;86.181739,41.755304;86.183944,41.761717;86.184515,41.760189;86.17667,41.76299;86.178308,41.756412;86.185477,41.761646;86.178221,41.762338;86.177377,41.75702;86.177074,41.755664;86.177633,41.765629;86.184453,41.764347;86.182497,41.758975;86.183387,41.758877;86.183029,41.767141;86.175192,41.766859;86.175932,41.766945;86.174832,41.759967;86.173568,41.768017;86.172405,41.766703;86.179932,41.758925"
166  ,bazhoupois_resident   ,52         ,B03E40M7ZO,九星丽苑                   ,"86.156217,41.768065;86.149965,41.769635;86.150251,41.761225;86.150251,41.760713;86.156559,41.761405;86.150028,41.769877;86.157206,41.768315;86.149486,41.761099;86.157301,41.770059;86.148278,41.761643;86.149028,41.768233;86.155973,41.768775;86.15039,41.761573;86.155719,41.767439;86.156217,41.768065"
167  ,bazhoupois_resident   ,53         ,B0FFGHSUYG,鹭州雅居                   ,"86.233762,41.708192;86.243136,41.708832;86.244135,41.707906;86.24483,41.707875;86.23743,41.707873;86.242621,41.710164;86.244848,41.704172;86.24428,41.710782;86.244846,41.710807;86.236352,41.711039;86.23627,41.709487;86.242228,41.711833;86.241896,41.702217;86.233762,41.708192"
168  ,bazhoupois_resident   ,54         ,B0FFF393XW,天汇广源新寓                 ,"86.179942,41.740474;86.173762,41.74822;86.174315,41.748888;86.180294,41.74767;86.175775,41.750574;86.181501,41.749909;86.179942,41.740474"
169  ,bazhoupois_resident   ,55         ,B03E40MXTP,财富公馆                   ,"86.15706,41.769203;86.15655,41.762967;86.150487,41.763263;86.148481,41.764343;86.15647,41.770966;86.150449,41.770586;86.149702,41.770586;86.156931,41.76971;86.15666,41.77068;86.15706,41.769203"
170  ,bazhoupois_resident   ,56         ,B0FFGO51ZN,左岸城邦                   ,"86.140551,41.75339;86.144189,41.759798;86.144982,41.75198;86.144743,41.753706;86.150868,41.759426;86.149013,41.758538;86.140551,41.75339"
171  ,bazhoupois_resident   ,57         ,B03E40MUQL,辰兴新天地                  ,"86.177931,41.740057;86.175238,41.74016;86.17328,41.747868;86.180817,41.740168;86.178568,41.739226;86.179162,41.742472;86.177557,41.742556;86.179001,41.741235;86.178934,41.736717;86.17928,41.737375;86.176617,41.735648;86.173072,41.743792;86.170834,41.744386;86.18044,41.745482;86.177931,41.740057"
172  ,bazhoupois_resident   ,58         ,B03E40MW7Z,时代花园(石化大道)             ,"86.17094,41.731287;86.172369,41.734732;86.164641,41.736504;86.171102,41.738042;86.165814,41.739148;86.165642,41.738985;86.16674,41.733388;86.174632,41.741145;86.170262,41.740939;86.180024,41.739821;86.175909,41.738296;86.178075,41.730975;86.178627,41.73725;86.175438,41.727401;86.175049,41.73473;86.174355,41.728827;86.174437,41.73744;86.17094,41.731287"
173  ,bazhoupois_resident   ,59         ,B0FFG0OLW1,天合花园                   ,"86.183333,41.738824;86.185473,41.746489;86.178095,41.740601;86.18524,41.741568;86.18751,41.748543;86.186733,41.740578;86.179255,41.749311;86.183073,41.750409;86.184944,41.750148;86.185055,41.742959;86.18297,41.741443;86.182375,41.743399;86.183599,41.748091;86.176857,41.741774;86.176367,41.748734;86.175054,41.741711;86.175323,41.748287;86.17356,41.740626;86.182401,41.74739;86.183333,41.738824"
174  ,bazhoupois_resident   ,60         ,B0FFGA6UST,塔指5区                   ,"86.167503,41.763468;86.160638,41.768818;86.161744,41.763494;86.168207,41.769924;86.163333,41.77167;86.171461,41.772477;86.164816,41.763647;86.164905,41.770788;86.170307,41.7649;86.164389,41.76277;86.169974,41.771678;86.169662,41.769724;86.1709,41.764916;86.169916,41.771562;86.163342,41.768818;86.163422,41.761244;86.168363,41.767852;86.168644,41.768884;86.16907,41.76023;86.169843,41.766966;86.169968,41.767889;86.161935,41.767475;86.170943,41.767431;86.163501,41.767309;86.160794,41.766655;86.168335,41.767309;86.169738,41.766834;86.162597,41.767498;86.168399,41.769384;86.167503,41.763468"
175  ,bazhoupois_resident   ,61         ,B0FFG9N7NZ,御园公馆                   ,"86.161988,41.725908;86.161688,41.727345;86.160662,41.720113;86.160197,41.72535;86.168533,41.718665;86.161314,41.724959;86.160741,41.725493;86.169336,41.725845;86.167505,41.726997;86.168386,41.72718;86.169498,41.726986;86.168526,41.72786;86.170415,41.72612;86.162163,41.726126;86.161921,41.727392;86.169776,41.721334;86.162938,41.720842;86.161849,41.727966;86.169164,41.721598;86.162756,41.727404;86.163604,41.719488;86.163794,41.726116;86.169943,41.719984;86.172273,41.71918;86.16507,41.72038;86.164945,41.72797;86.171604,41.727948;86.170648,41.721471;86.169897,41.722127;86.161988,41.725908"
176  ,bazhoupois_resident   ,62         ,B03E40M826,七星花园(梨乡路)              ,"86.156585,41.766331;86.157511,41.765745;86.160079,41.766297;86.153122,41.760631;86.160476,41.766837;86.154768,41.765619;86.154892,41.759751;86.152604,41.767073;86.160308,41.761107;86.161353,41.761073;86.162983,41.766575;86.154914,41.762083;86.155469,41.768761;86.160974,41.761271;86.151747,41.760885;86.159115,41.762511;86.159888,41.767199;86.151251,41.768927;86.159802,41.759723;86.156585,41.766331"
177  ,bazhoupois_resident   ,63         ,B03E40MUV6,华夏·爱嘉丽都                ,"86.173308,41.712616;86.169944,41.714587;86.169576,41.706187;86.16993,41.713016;86.169922,41.714722;86.170471,41.712946;86.17795,41.713514;86.178734,41.71378;86.176761,41.707617;86.173666,41.709496;86.173308,41.712616"
178  ,bazhoupois_resident   ,64         ,B03E40M82B,凯都·龙湾半岛                ,"86.17853,41.772415;86.176669,41.773619;86.177551,41.772987;86.176823,41.764593;86.178772,41.771475;86.171075,41.765269;86.178305,41.773411;86.172008,41.763701;86.170741,41.772147;86.173072,41.772011;86.177712,41.771563;86.177969,41.764803;86.173026,41.765105;86.174477,41.765293;86.173679,41.766193;86.180173,41.772829;86.177932,41.772235;86.171073,41.765217;86.171924,41.772253;86.171075,41.772947;86.176823,41.771833;86.17853,41.772415"
179  ,bazhoupois_resident   ,65         ,B03E40MRO9,龙兴·龙腾居                 ,"86.166178,41.736275;86.167292,41.739542;86.167555,41.737796;86.169028,41.739424;86.171821,41.736656;86.166001,41.737116;86.170543,41.727831;86.169624,41.734379;86.168163,41.734429;86.16531,41.730107;86.166178,41.736275"
180  ,bazhoupois_resident   ,66         ,B03E40M7YD,建宇·阳光花园                ,"86.175825,41.740133;86.177316,41.743636;86.187037,41.737331;86.186284,41.739174;86.186233,41.738433;86.179991,41.744891;86.185789,41.746676;86.178095,41.748148;86.175825,41.740133"
181  ,bazhoupois_resident   ,67         ,B0FFHK9ST1,水墨湾                    ,"86.142137,41.746143;86.134769,41.752355;86.133102,41.747233;86.138033,41.753441;86.144911,41.746961;86.142137,41.746143"
182  ,bazhoupois_resident   ,68         ,B03E4008PU,恒友花园                   ,"86.153124,41.773622;86.152552,41.774158;86.152724,41.765004;86.15307,41.771126;86.14464,41.76501;86.14231,41.764654;86.143158,41.773176;86.150375,41.77288;86.14885,41.77288;86.140885,41.772164;86.148953,41.766782;86.147865,41.766284;86.141543,41.765086;86.150048,41.765302;86.149945,41.774052;86.143441,41.773558;86.150585,41.76861;86.150585,41.768018;86.14354,41.773854;86.145292,41.774406;86.146118,41.773526;86.153124,41.773622"
183  ,bazhoupois_resident   ,69         ,B03E40MD3C,一品嘉园(延安路)              ,"86.166127,41.730659;86.159552,41.737358;86.169599,41.726965;86.169417,41.733415;86.160343,41.734702;86.163216,41.734772;86.1568,41.728762;86.1568,41.734966;86.163798,41.738265;86.166127,41.730659"
184  ,bazhoupois_resident   ,70         ,B0FFG4W1SO,枫丹白露                   ,"86.160678,41.729206;86.155813,41.720911;86.155239,41.730949;86.163651,41.728353;86.167046,41.729845;86.165725,41.731317;86.160678,41.729206"
185  ,bazhoupois_resident   ,71         ,B03E40M7ZQ,孔雀小区                   ,"86.158173,41.772474;86.150785,41.764761;86.159059,41.765063;86.151251,41.773061;86.15854,41.771127;86.160081,41.773231;86.152721,41.771849;86.160921,41.765983;86.152348,41.764923;86.159377,41.772259;86.160317,41.77254;86.158173,41.772474"
186  ,bazhoupois_resident   ,72         ,B0FFF41ZNC,南航华府                   ,"86.177795,41.736886;86.17794,41.736497;86.170359,41.738049;86.178514,41.729896;86.173211,41.73161;86.177714,41.739107;86.173211,41.731668;86.178305,41.738239;86.177795,41.736886"
187  ,bazhoupois_resident   ,73         ,B0FFGS8JWH,鸿福家园                   ,"86.154826,41.732636;86.162387,41.732802;86.163457,41.726738;86.156838,41.733464;86.162132,41.735443;86.154672,41.732987;86.154826,41.732636"
188  ,bazhoupois_resident   ,74         ,B0FFF2B935,37号小区                  ,"86.149595,41.732934;86.149693,41.731773;86.147668,41.738881;86.14159,41.738696;86.151285,41.737256;86.145411,41.737295;86.144172,41.729478;86.144776,41.736027;86.144776,41.72905;86.142653,41.737173;86.143316,41.736457;86.150762,41.735507;86.142271,41.729611;86.148865,41.737116;86.147607,41.735836;86.140568,41.730249;86.149595,41.732934"
189  ,bazhoupois_resident   ,75         ,B03E40MT1J,九洲蓝湾                   ,"86.168679,41.734371;86.173386,41.729789;86.173511,41.728939;86.174888,41.733661;86.175299,41.727215;86.169426,41.734973;86.174431,41.727423;86.169027,41.726603;86.175072,41.732186;86.175342,41.725078;86.173506,41.724877;86.166847,41.730813;86.167294,41.723655;86.166892,41.723837;86.164667,41.726172;86.174121,41.733072;86.163555,41.731856;86.17085,41.733288;86.16926,41.734168;86.163471,41.726618;86.163471,41.725201;86.168679,41.734371"
190  ,bazhoupois_resident   ,76         ,B03E40MC9Z,库尔勒市新城花园小区             ,"86.180847,41.741448;86.18161,41.732258;86.188405,41.734342;86.188842,41.734562;86.186059,41.740628;86.180682,41.734856;86.181449,41.741854;86.181365,41.741854;86.185701,41.733762;86.179556,41.741996;86.185279,41.740944;86.18082,41.73999;86.178228,41.741936;86.180562,41.742485;86.185873,41.743779;86.181507,41.743999;86.18718,41.743761;86.187858,41.742013;86.181144,41.735291;86.180847,41.741448"
191  ,bazhoupois_resident   ,77         ,B03E40M7ZD,辰兴花园二号小区               ,"86.142289,41.761406;86.141346,41.75958;86.135789,41.767644;86.142948,41.759117;86.141473,41.766516;86.140614,41.76656;86.142289,41.761406"
192  ,bazhoupois_resident   ,78         ,B0FFFHB9JS,九华·万象城                 ,"86.14332,41.768614;86.140284,41.768614;86.146708,41.761356;86.13836,41.767339;86.143326,41.76943;86.14332,41.768614"
193  ,bazhoupois_resident   ,79         ,B03E40M7Y2,凌爵兴旺佳园                 ,"86.165165,41.728468;86.167962,41.722329;86.167501,41.731695;86.168533,41.726637;86.16924,41.730566;86.168415,41.731094;86.163001,41.731445;86.17265,41.731879;86.16588,41.721895;86.17365,41.73036;86.17127,41.722552;86.173013,41.72114;86.165165,41.728468"
194  ,bazhoupois_resident   ,80         ,B03E40MQXS,名仕华府                   ,"86.185796,41.733528;86.180019,41.734837;86.186602,41.734595;86.186222,41.733195;86.186253,41.72695;86.187454,41.72812;86.184557,41.736077;86.185796,41.733528"
195  ,bazhoupois_resident   ,81         ,B03E400AF6,杏花苑小区                  ,"86.139712,41.760625;86.132524,41.765769;86.137888,41.759661;86.133304,41.767493;86.141074,41.767165;86.141802,41.765897;86.13287,41.767257;86.140893,41.767247;86.140606,41.761476;86.141543,41.760081;86.140493,41.762167;86.140493,41.770013;86.139276,41.768285;86.131085,41.762187;86.130993,41.761737;86.139712,41.760625"
196  ,bazhoupois_resident   ,82         ,B03E40MI0S,中联尚都                   ,"86.134214,41.761501;86.132448,41.767938;86.134975,41.769017;86.133143,41.767001;86.134214,41.761501"
197  ,bazhoupois_resident   ,83         ,B03E400AKS,梨花小区(人民西路)             ,"86.127752,41.766919;86.128274,41.758011;86.137114,41.763423;86.138783,41.757735;86.13646,41.764843;86.136465,41.766073;86.127752,41.766919"
198  ,bazhoupois_resident   ,84         ,B0FFF73TS2,孔雀河1号                  ,"86.177291,41.771569;86.171061,41.777684;86.178912,41.770569;86.17877,41.77654;86.179741,41.775856;86.177141,41.775696;86.178583,41.77684;86.171177,41.775374;86.178362,41.766538;86.177988,41.76794;86.170691,41.775632;86.171941,41.766836;86.179719,41.77417;86.175907,41.766384;86.176271,41.767326;86.17421,41.77265;86.169889,41.775508;86.175188,41.775854;86.169207,41.775024;86.175294,41.776744;86.176738,41.774828;86.176738,41.76908;86.176938,41.770293;86.170236,41.771474;86.176768,41.777404;86.177889,41.769101;86.177656,41.777021;86.178973,41.776061;86.177291,41.771569"
