index,table                 ,table_count,id        ,name                   ,shape
101  ,bazhoupois_park       ,2          ,B03E400KBO,人民公园                   ,"86.398656,42.310164;86.407895,42.305338;86.40809,42.312312;86.406493,42.312654;86.407519,42.312073;86.407789,42.30488;86.409534,42.306043;86.401693,42.312833;86.403069,42.306636;86.403935,42.303082;86.405094,42.304923;86.410667,42.302727;86.399796,42.30323;86.406342,42.310062;86.398656,42.310164"
102  ,bazhoupois_park       ,3          ,B03E40MF2F,孔雀河景观带                 ,"86.132928,41.751379;86.139707,41.750005;86.137532,41.753573;86.14359,41.751735;86.144677,41.752141;86.145024,41.751867;86.137617,41.751852;86.146108,41.753385;86.146417,41.74621;86.139126,41.753312;86.140587,41.75154;86.146534,41.744846;86.148569,41.744837;86.145619,41.752611;86.147564,41.745619;86.145131,41.751367;86.137811,41.751367;86.137239,41.751203;86.144193,41.744275;86.142549,41.743325;86.137194,41.749793;86.134312,41.749967;86.141065,41.751841;86.133484,41.750372;86.135109,41.750724;86.139479,41.748528;86.132742,41.743076;86.141016,41.745307;86.132928,41.751379"
103  ,bazhoupois_park       ,4          ,B0FFG0ABEM,天鹅河景区                  ,"86.154289,41.758201;86.155787,41.761959;86.158499,41.753828;86.159433,41.75448;86.152755,41.762813;86.154249,41.75778;86.155477,41.765176;86.155369,41.757007;86.156986,41.766945;86.165278,41.76203;86.165419,41.768823;86.161652,41.762406;86.168722,41.762042;86.163196,41.762991;86.169714,41.762611;86.170236,41.770071;86.163767,41.770972;86.170321,41.763697;86.171731,41.771425;86.172492,41.764595;86.16475,41.77346;86.173097,41.772725;86.167809,41.773996;86.169141,41.768213;86.170485,41.775154;86.177061,41.776216;86.177621,41.776592;86.176152,41.777888;86.176869,41.778379;86.181415,41.778526;86.167878,41.775192;86.167942,41.76708;86.16674,41.77433;86.166314,41.767534;86.163348,41.773786;86.171738,41.774078;86.16409,41.772548;86.169571,41.772794;86.170246,41.773821;86.168937,41.766049;86.167726,41.763792;86.167483,41.763256;86.159449,41.763233;86.165616,41.770419;86.166346,41.763275;86.166014,41.763125;86.164787,41.763065;86.163443,41.76127;86.15751,41.759225;86.154673,41.760665;86.159615,41.764902;86.152911,41.766772;86.152824,41.760288;86.153054,41.764651;86.160005,41.76553;86.152763,41.757488;86.159205,41.765857;86.151228,41.764799;86.158829,41.763161;86.158525,41.763337;86.158849,41.763904;86.158353,41.762409;86.157499,41.757711;86.157484,41.76257;86.150251,41.755548;86.15047,41.754708;86.155544,41.75616;86.155651,41.762738;86.148617,41.754711;86.156068,41.756459;86.147636,41.761258;86.148085,41.76183;86.145713,41.760799;86.153564,41.762179;86.152839,41.759702;86.152298,41.759437;86.142747,41.759557;86.151736,41.753205;86.150355,41.758699;86.149388,41.752227;86.142628,41.758929;86.150047,41.759523;86.14362,41.76001;86.143175,41.758366;86.141752,41.751168;86.141594,41.75629;86.148956,41.757303;86.150364,41.749108;86.140897,41.748698;86.148501,41.755113;86.148058,41.752905;86.150238,41.752336;86.14481,41.752557;86.144986,41.753693;86.151894,41.746869;86.151615,41.752825;86.145247,41.745456;86.151061,41.74446;86.154485,41.745426;86.152444,41.745724;86.144923,41.752126;86.153407,41.752004;86.152307,41.746161;86.145108,41.744658;86.146173,41.751853;86.155276,41.751374;86.145568,41.749712;86.1544,41.749075;86.154423,41.741142;86.147976,41.747505;86.147008,41.738398;86.146232,41.738155;86.154846,41.742786;86.154936,41.742452;86.14709,41.742417;86.157672,41.738307;86.157631,41.728529;86.163261,41.735449;86.164847,41.736061;86.157622,41.737712;86.165099,41.731064;86.165618,41.735374;86.166905,41.737148;86.160766,41.733741;86.167616,41.727784;86.16854,41.727247;86.169736,41.727477;86.167876,41.728024;86.168752,41.732958;86.169421,41.734541;86.162675,41.731328;86.169493,41.727333;86.162545,41.733848;86.163501,41.733729;86.162773,41.734095;86.170064,41.734045;86.170087,41.731221;86.166745,41.729151;86.171264,41.719323;86.176477,41.720847;86.170381,41.727012;86.176696,41.726683;86.174008,41.722302;86.178216,41.721266;86.169097,41.721519;86.169245,41.720473;86.177066,41.728373;86.168925,41.728519;86.17585,41.722066;86.170105,41.72256;86.175794,41.729018;86.177141,41.730172;86.17011,41.731617;86.170576,41.72919;86.176524,41.731666;86.177106,41.731317;86.170897,41.730868;86.178551,41.72485;86.180635,41.722849;86.180518,41.729516;86.17973,41.7208;86.179716,41.728798;86.180865,41.726342;86.173574,41.719237;86.179593,41.726149;86.17289,41.732015;86.179046,41.726327;86.173474,41.719379;86.174008,41.720495;86.179496,41.718566;86.1814,41.727148;86.182733,41.726628;86.173726,41.726908;86.18319,41.720336;86.182116,41.720336;86.182959,41.724826;86.174574,41.718464;86.182828,41.727012;86.178202,41.719081;86.175427,41.718944;86.177572,41.720483;86.183836,41.719319;86.185094,41.728281;86.17767,41.728393;86.184953,41.719637;86.185187,41.732068;86.184492,41.726195;86.176713,41.728842;86.178144,41.728511;86.185947,41.727825;86.178491,41.72758;86.179314,41.722216;86.185385,41.722128;86.185597,41.720387;86.185282,41.729767;86.180723,41.728753;86.179596,41.728016;86.179508,41.72878;86.185783,41.72314;86.185779,41.728858;86.185317,41.72186;86.187633,41.729528;86.179626,41.73132;86.188263,41.730875;86.188628,41.723875;86.180879,41.731707;86.185709,41.731846;86.185779,41.731466;86.177889,41.725494;86.177623,41.723398;86.179818,41.730658;86.178008,41.729838;86.185524,41.729976;86.177536,41.7320;86.176359,41.729563;86.184647,41.731825;86.177575,41.723242;86.184187,41.730868;86.175341,41.729654;86.176883,41.732088;86.175686,41.730032;86.180195,41.731573;86.169231,41.725934;86.171202,41.72356;86.170484,41.723542;86.167607,41.73194;86.176948,41.730248;86.173293,41.732577;86.167929,41.724659;86.173132,41.731987;86.171486,41.723085;86.166492,41.731121;86.172369,41.732069;86.165108,41.724902;86.16348,41.725026;86.163202,41.72562;86.171859,41.731836;86.169709,41.733803;86.168923,41.724969;86.169805,41.725399;86.161358,41.73359;86.1633,41.726607;86.168804,41.735897;86.170509,41.735265;86.168721,41.728057;86.168911,41.736428;86.158191,41.737612;86.158235,41.738989;86.15732,41.737939;86.164652,41.731689;86.16569,41.737283;86.159682,41.738397;86.157426,41.737393;86.158874,41.738713;86.16431,41.738304;86.157571,41.731212;86.156021,41.731892;86.155766,41.732825;86.156828,41.741371;86.162143,41.739639;86.161953,41.742476;86.161661,41.7424;86.161635,41.743371;86.159331,41.736203;86.159809,41.742241;86.159687,41.736963;86.152011,41.735577;86.150657,41.744027;86.153368,41.743746;86.157646,41.74291;86.159785,41.735898;86.159518,41.743883;86.158608,41.738303;86.152441,41.742989;86.151569,41.745465;86.156326,41.738614;86.150837,41.74565;86.156804,41.744394;86.150138,41.745482;86.148125,41.743874;86.157562,41.745824;86.155939,41.745696;86.147792,41.737667;86.155645,41.738173;86.155274,41.747559;86.149116,41.747139;86.154737,41.747379;86.155648,41.746571;86.148394,41.746818;86.153916,41.740442;86.156283,41.741164;86.155921,41.741796;86.153734,41.748682;86.154648,41.74067;86.146412,41.747318;86.147842,41.740777;86.14811,41.748351;86.146097,41.750441;86.147836,41.748613;86.153368,41.751275;86.154254,41.744918;86.155774,41.744988;86.145912,41.74988;86.146393,41.745262;86.15184,41.744074;86.152514,41.751583;86.15269,41.746773;86.151477,41.747073;86.149834,41.746333;86.149801,41.753734;86.153445,41.756978;86.144732,41.756884;86.153747,41.748608;86.147144,41.756095;86.15449,41.756121;86.154418,41.750169;86.146847,41.749669;86.146931,41.751346;86.154289,41.758201"
104  ,bazhoupois_park       ,5          ,B03E400CKZ,石化广场                   ,"86.195899,41.725496;86.197253,41.716496;86.202172,41.724526;86.201627,41.720696;86.204742,41.713166;86.206174,41.722326;86.195899,41.725496"
105  ,bazhoupois_park       ,6          ,B03E400D0Y,库铁公园                   ,"86.198015,41.748078;86.197019,41.739813;86.190757,41.74283;86.20022,41.739125;86.200848,41.743873;86.198015,41.748078"
106  ,bazhoupois_park       ,7          ,B03E4008G7,库尔勒市园林处龙山公园            ,"86.192363,41.771947;86.192461,41.767261;86.192772,41.766283;86.192881,41.766603;86.193671,41.775215;86.194242,41.774429;86.187184,41.767333;86.185623,41.774415;86.193305,41.766175;86.194973,41.774081;86.194677,41.774485;86.193916,41.767745;86.188369,41.773129;86.189035,41.774551;86.187868,41.775093;86.190664,41.773277;86.19699,41.773477;86.198463,41.772801;86.198372,41.765255;86.198343,41.766229;86.198343,41.774693;86.191174,41.772411;86.19059,41.771344;86.188998,41.771572;86.197792,41.764906;86.189387,41.76993;86.189705,41.76166;86.190673,41.768378;86.195741,41.767784;86.196255,41.768274;86.186505,41.76882;86.193991,41.761454;86.187058,41.769676;86.186492,41.769692;86.192967,41.770026;86.19194,41.760886;86.191783,41.760886;86.191373,41.768482;86.184015,41.762192;86.184015,41.770098;86.192556,41.768378;86.183687,41.769478;86.18568,41.761718;86.183007,41.770026;86.190373,41.763762;86.189537,41.764684;86.189537,41.763822;86.185276,41.764303;86.192363,41.771947"
107  ,bazhoupois_park       ,8          ,B0FFG8WI55,鸿雁广场                   ,"86.135415,41.731246;86.133574,41.737311;86.13482,41.732046;86.126732,41.738788;86.127171,41.737882;86.126306,41.739785;86.133372,41.73881;86.127629,41.731985;86.134337,41.739271;86.127629,41.737563;86.125744,41.737484;86.126549,41.737995;86.132899,41.73037;86.127025,41.730065;86.132754,41.73839;86.126258,41.731393;86.134053,41.738966;86.125177,41.738867;86.133928,41.736825;86.133993,41.730249;86.134747,41.736445;86.133301,41.737903;86.126405,41.731915;86.1343,41.731618;86.134368,41.73736;86.125646,41.730573;86.135374,41.736998;86.133742,41.738721;86.128171,41.73658;86.134534,41.737211;86.133259,41.737357;86.127438,41.736741;86.132267,41.737236;86.1347,41.736199;86.134796,41.730086;86.134177,41.730086;86.133592,41.736311;86.133994,41.730084;86.125747,41.736808;86.135044,41.737256;86.134484,41.736706;86.126918,41.738031;86.128113,41.737057;86.134893,41.730626;86.134027,41.735777;86.127835,41.730159;86.135433,41.728891;86.12663,41.736487;86.127941,41.728269;86.134199,41.735457;86.13491,41.729094;86.134911,41.730004;86.126611,41.737892;86.134921,41.730487;86.135381,41.735127;86.129243,41.72802;86.136855,41.736765;86.12954,41.73828;86.13468,41.728866;86.128201,41.736639;86.136585,41.731372;86.135415,41.731246"
108  ,bazhoupois_park       ,9          ,B03E400EIY,和铁公园                   ,"86.382002,42.3191;86.372961,42.312667;86.379936,42.320326;86.378298,42.318009;86.379322,42.318336;86.381926,42.310688;86.382002,42.3191"
109  ,bazhoupois_park       ,10         ,B0FFG6W4L4,东归生态公园                 ,"86.352497,42.325602;86.358543,42.33926;86.357147,42.338104;86.355797,42.335153;86.356198,42.342677;86.359152,42.331132;86.367053,42.337507;86.363137,42.333914;86.358347,42.323899;86.352497,42.325602"
110  ,bazhoupois_park       ,11         ,B0FFGJLZCA,大河口西海渔村景区              ,"86.733202,41.914812;86.739941,41.907802;86.732369,41.915;86.739668,41.915069;86.733516,41.915063;86.74124,41.915001;86.741475,41.914177;86.741051,41.914984;86.741197,41.915406;86.740385,41.907289;86.741518,41.90741;86.742463,41.905738;86.744593,41.910678;86.743356,41.910387;86.735217,41.911644;86.736522,41.902858;86.736554,41.909585;86.731041,41.904843;86.738038,41.911525;86.738813,41.91053;86.736906,41.911336;86.73731,41.902991;86.736091,41.909703;86.729148,41.911524;86.729335,41.904082;86.734305,41.905058;86.732714,41.905067;86.731099,41.903009;86.733024,41.91199;86.731204,41.911337;86.72936,41.910388;86.721541,41.90511;86.730123,41.906831;86.731435,41.90719;86.731021,41.906762;86.734908,41.90548;86.737188,41.90478;86.730342,41.904986;86.733202,41.914812"
111  ,bazhoupois_park       ,12         ,B03E400BVV,博斯腾湖风景名胜区              ,"86.389824,41.871076;86.391063,41.862172;86.3819,41.861652;86.379457,41.845046;86.375323,41.8421;86.382738,41.841161;86.383843,41.840015;86.373618,41.838209;86.379207,41.838263;86.370495,41.828511;86.370096,41.836688;86.366806,41.837449;86.373135,41.837263;86.370912,41.837387;86.36884,41.827574;86.366451,41.827758;86.360282,41.827038;86.357537,41.82247;86.358029,41.830154;86.357316,41.827631;86.36326,41.827531;86.348952,41.827778;86.34798,41.826476;86.330006,41.822266;86.335451,41.822842;86.325291,41.813875;86.332601,41.813093;86.326605,41.812252;86.330401,41.811544;86.340267,41.813324;86.340012,41.818946;86.336022,41.811862;86.336375,41.818049;86.344795,41.810471;86.345756,41.811773;86.338234,41.809721;86.346685,41.817883;86.349734,41.816981;86.343631,41.81684;86.350465,41.813102;86.353154,41.81315;86.345282,41.814873;86.351459,41.812779;86.358901,41.813369;86.358974,41.812909;86.353048,41.803925;86.352624,41.809426;86.361634,41.809348;86.351849,41.796939;86.357315,41.79818;86.350358,41.802856;86.353552,41.79679;86.36204,41.80384;86.354925,41.803956;86.364952,41.800449;86.366304,41.800021;86.367681,41.807534;86.375212,41.805203;86.36891,41.805133;86.370433,41.803243;86.381503,41.790041;86.378972,41.794211;86.387533,41.791355;86.37921,41.792027;86.394677,41.789116;86.394977,41.780242;86.393165,41.781807;86.404524,41.778591;86.417963,41.769469;86.436225,41.756471;86.491102,41.762137;86.50187,41.767475;86.52112,41.763622;86.543286,41.761113;86.551245,41.749681;86.546417,41.757746;86.582674,41.75934;86.607445,41.771498;86.629852,41.775531;86.65358,41.779816;86.689797,41.791089;86.711202,41.795701;86.719555,41.808996;86.742326,41.817347;86.758122,41.814166;86.77131,41.821683;86.763784,41.825038;86.77267,41.818914;86.778083,41.824704;86.784545,41.817955;86.783143,41.822468;86.795041,41.823165;86.789775,41.823165;86.796601,41.82661;86.805673,41.828504;86.801082,41.828032;86.812813,41.822559;86.814912,41.83151;86.816559,41.830338;86.821378,41.834323;86.814067,41.836418;86.822316,41.836914;86.829308,41.83804;86.833553,41.838345;86.835145,41.838335;86.831734,41.837682;86.838828,41.838425;86.840361,41.837275;86.83729,41.838043;86.837964,41.836677;86.846482,41.845422;86.83842,41.84548;86.840936,41.849557;86.846038,41.853398;86.840522,41.854095;86.841325,41.847325;86.844241,41.845997;86.853478,41.851163;86.856362,41.842717;86.84911,41.842717;86.859855,41.843633;86.859715,41.851555;86.868941,41.851239;86.871555,41.850935;86.866804,41.853567;86.876747,41.861186;86.871052,41.863609;86.878065,41.864156;86.878241,41.865357;86.872109,41.866142;86.88371,41.867862;86.895503,41.87194;86.895623,41.874648;86.90091,41.867021;86.904557,41.867287;86.914039,41.868564;86.914517,41.87362;86.923507,41.871003;86.935811,41.873137;86.937722,41.880429;86.942749,41.880646;86.936137,41.880442;86.944639,41.879437;86.949267,41.890975;86.950214,41.889497;86.953492,41.890262;86.969726,41.895998;86.981032,41.896524;86.978794,41.897256;86.991372,41.895769;87.008114,41.899905;87.002898,41.90721;87.008769,41.906421;87.004591,41.90646;87.016009,41.909046;87.009795,41.908174;87.010698,41.908685;87.022,41.91023;87.025133,41.904573;87.025811,41.912619;87.033678,41.905136;87.027733,41.912537;87.027675,41.912537;87.033971,41.914135;87.035946,41.905171;87.040578,41.912192;87.048507,41.914484;87.048297,41.915736;87.049515,41.917224;87.050597,41.919626;87.055923,41.920866;87.059353,41.920612;87.062113,41.915504;87.064034,41.922108;87.061953,41.920598;87.070484,41.921006;87.072884,41.921944;87.076786,41.922995;87.074114,41.913565;87.084126,41.913565;87.085547,41.91391;87.078947,41.915504;87.089309,41.913349;87.088093,41.920997;87.089354,41.921462;87.09068,41.919304;87.095038,41.927934;87.107246,41.927526;87.113073,41.919954;87.11454,41.918619;87.109085,41.924922;87.11053,41.926623;87.110372,41.921269;87.111377,41.919696;87.12979,41.92421;87.133179,41.931129;87.127245,41.928653;87.13464,41.927491;87.135219,41.927577;87.138289,41.918773;87.130973,41.926393;87.142629,41.916677;87.142643,41.915597;87.138847,41.912128;87.149465,41.919115;87.146696,41.909639;87.14685,41.908423;87.142239,41.912847;87.143999,41.91265;87.150036,41.902164;87.155375,41.905408;87.154888,41.912847;87.165736,41.911443;87.162666,41.915385;87.163444,41.908039;87.173961,41.906887;87.1683,41.906578;87.168993,41.913199;87.175367,41.908299;87.174848,41.906445;87.166879,41.905503;87.169793,41.897369;87.176374,41.906286;87.179599,41.906428;87.1786,41.89918;87.181548,41.908604;87.180778,41.900477;87.191399,41.896851;87.191767,41.901249;87.19426,41.892903;87.194086,41.900447;87.189046,41.89951;87.188275,41.89951;87.198105,41.901249;87.189918,41.899071;87.199078,41.899845;87.200044,41.910237;87.197157,41.90161;87.19882,41.902784;87.199833,41.907766;87.209595,41.898824;87.209493,41.903723;87.20164,41.896713;87.210594,41.902399;87.207274,41.899472;87.198992,41.898162;87.198979,41.896989;87.209191,41.898253;87.210751,41.890874;87.212788,41.897021;87.217419,41.894881;87.21706,41.885643;87.219267,41.893512;87.21603,41.884819;87.214863,41.887532;87.216161,41.881547;87.208591,41.885417;87.218108,41.880872;87.218108,41.871555;87.210536,41.877466;87.286135,41.860125;87.349106,41.833997;87.415778,41.824345;87.436384,41.825038;87.439113,41.83383;87.459556,41.850002;87.437784,41.934783;87.418854,41.995813;87.407991,42.011962;87.353883,42.016434;87.328977,42.033767;87.213467,42.068421;87.068998,42.110176;87.003664,42.10785;86.941352,42.122112;86.874388,42.14287;86.862593,42.148162;86.845121,42.157292;86.840842,42.158166;86.839205,42.160669;86.827704,42.14892;86.814707,42.144017;86.807256,42.153357;86.809008,42.15475;86.792683,42.182336;86.772571,42.184538;86.77151,42.194856;86.772318,42.193421;86.77615,42.202575;86.776203,42.20218;86.770177,42.203597;86.766696,42.201355;86.773902,42.200509;86.770051,42.203706;86.760989,42.209835;86.768592,42.208086;86.772315,42.210887;86.759713,42.22483;86.751022,42.213269;86.749237,42.213988;86.753815,42.218545;86.739534,42.218735;86.746501,42.213288;86.741139,42.211737;86.731424,42.219963;86.733374,42.212411;86.729701,42.213269;86.731284,42.223537;86.731227,42.22535;86.727255,42.225874;86.715559,42.225094;86.71966,42.219552;86.71241,42.224502;86.712677,42.217842;86.700283,42.2174;86.705806,42.217119;86.704294,42.220658;86.693914,42.216153;86.693858,42.223606;86.698263,42.22535;86.703706,42.226175;86.69991,42.225501;86.693085,42.229093;86.692697,42.222269;86.698222,42.231315;86.69014,42.233074;86.695508,42.225555;86.692063,42.23555;86.690175,42.236063;86.688539,42.23015;86.681178,42.231109;86.678242,42.219552;86.674618,42.21575;86.684633,42.221576;86.676806,42.210979;86.689883,42.213371;86.685661,42.212859;86.684674,42.204713;86.691773,42.200471;86.695508,42.194282;86.700315,42.200087;86.702874,42.189304;86.698522,42.194305;86.711159,42.184538;86.716539,42.182597;86.718899,42.187619;86.721976,42.179463;86.723562,42.182728;86.726205,42.180732;86.718852,42.177751;86.732488,42.176627;86.732793,42.174679;86.736138,42.174147;86.728935,42.172896;86.73811,42.17194;86.736784,42.162796;86.72712,42.167678;86.728724,42.167248;86.734964,42.157129;86.736138,42.155761;86.728479,42.154363;86.736784,42.161575;86.739113,42.156782;86.732858,42.155747;86.744165,42.154969;86.748103,42.14011;86.758092,42.140531;86.763669,42.131298;86.752797,42.131832;86.75538,42.130576;86.754251,42.128692;86.745977,42.11651;86.748948,42.116747;86.752633,42.113188;86.743297,42.116919;86.746968,42.113652;86.740494,42.106307;86.747366,42.111689;86.7374,42.105695;86.739442,42.105526;86.740769,42.104928;86.733354,42.102166;86.732626,42.100441;86.74114,42.089374;86.743918,42.097307;86.737635,42.096243;86.752542,42.091177;86.753099,42.08689;86.766235,42.087934;86.757247,42.074914;86.771543,42.07791;86.769187,42.082197;86.776846,42.07369;86.780167,42.077942;86.778734,42.068837;86.77831,42.069792;86.786435,42.063341;86.784629,42.052173;86.78706,42.049765;86.794232,42.04787;86.786991,42.038145;86.793163,42.025535;86.788788,42.030349;86.793262,42.017179;86.785715,42.023256;86.78661,42.023256;86.778939,42.017377;86.783194,42.012235;86.776774,42.009881;86.781016,42.006756;86.781016,42.012051;86.769396,42.009936;86.777921,41.999484;86.776381,42.005394;86.776112,41.995608;86.778269,42.00083;86.77387,41.990918;86.767166,41.996569;86.759755,41.995347;86.764795,41.993533;86.762508,41.990889;86.761358,41.989281;86.758371,41.982883;86.758902,41.982278;86.755384,41.976273;86.759201,41.976736;86.749011,41.961103;86.748078,41.963278;86.731988,41.966787;86.737923,41.954393;86.726812,41.95453;86.728628,41.951878;86.724438,41.960904;86.714076,41.946071;86.721216,41.947992;86.716338,41.931405;86.718761,41.937831;86.722551,41.919164;86.714592,41.923593;86.719976,41.923594;86.724443,41.923594;86.72057,41.91334;86.721187,41.91144;86.732078,41.906576;86.724949,41.905527;86.729457,41.906519;86.721397,41.912693;86.72352,41.912529;86.731778,41.91785;86.733372,41.911596;86.733169,41.909756;86.727163,41.909858;86.72704,41.910786;86.736078,41.909834;86.73526,41.909409;86.737737,41.910301;86.73738,41.904525;86.738773,41.904613;86.737683,41.904305;86.739146,41.903977;86.730734,41.911829;86.739188,41.903809;86.740647,41.911092;86.734653,41.906457;86.742908,41.895184;86.73242,41.901989;86.736374,41.902734;86.725709,41.904064;86.719441,41.90104;86.715544,41.895409;86.715544,41.891203;86.723695,41.897783;86.713021,41.898901;86.716546,41.899466;86.715683,41.890213;86.707087,41.887393;86.712416,41.885385;86.70454,41.890786;86.701178,41.889833;86.697088,41.888519;86.694271,41.883494;86.689771,41.884846;86.680777,41.891624;86.682965,41.896144;86.674469,41.889748;86.676033,41.897002;86.67091,41.865809;86.672621,41.871696;86.663875,41.86835;86.666147,41.867504;86.659006,41.871386;86.658461,41.869896;86.658954,41.869306;86.662524,41.862731;86.659361,41.851521;86.655359,41.859741;86.644551,41.858778;86.650013,41.858794;86.643305,41.850932;86.631918,41.854138;86.637997,41.862049;86.602914,41.860696;86.592865,41.859123;86.589122,41.851129;86.587552,41.861113;86.587474,41.854564;86.586406,41.859566;86.590857,41.86005;86.591216,41.861008;86.585339,41.860703;86.591786,41.853495;86.588302,41.851986;86.586772,41.850269;86.585884,41.857157;86.587241,41.8495;86.579589,41.856136;86.585593,41.84958;86.584298,41.855428;86.582437,41.856049;86.577446,41.855805;86.572636,41.848649;86.577381,41.856239;86.56954,41.850027;86.576723,41.857345;86.575169,41.854467;86.573117,41.856469;86.565179,41.847711;86.572459,41.854507;86.578236,41.848485;86.583506,41.844053;86.581352,41.845585;86.577156,41.837336;86.576112,41.843538;86.574349,41.843458;86.565028,41.843852;86.56237,41.844958;86.56721,41.846022;86.559882,41.844844;86.562561,41.843779;86.562,41.836886;86.550523,41.843135;86.554926,41.842631;86.542383,41.836819;86.547265,41.847574;86.547513,41.846356;86.545938,41.841685;86.542658,41.842528;86.534902,41.849697;86.540177,41.851415;86.534475,41.850685;86.533024,41.85295;86.530813,41.85434;86.517548,41.84368;86.51795,41.844849;86.525766,41.853523;86.526624,41.860646;86.518537,41.852461;86.521274,41.870667;86.50751,41.867032;86.495021,41.857074;86.488814,41.859942;86.490833,41.875434;86.461368,41.867633;86.445488,41.874031;86.446929,41.870784;86.434198,41.865549;86.42303,41.856965;86.420511,41.874429;86.419536,41.87669;86.415013,41.871642;86.412889,41.876251;86.403647,41.87608;86.409602,41.878784;86.41045,41.869119;86.408382,41.879952;86.396675,41.878115;86.389824,41.871076"
112  ,bazhoupois_park       ,13         ,B03E400E1E,塔里木胡杨林公园               ,"84.207768,41.251927;84.204934,41.251264;84.206668,41.243152;84.197836,41.252507;84.197607,41.24604;84.196077,41.244288;84.202137,41.256133;84.195248,41.255088;84.201416,41.251238;84.196105,41.260241;84.202138,41.253915;84.194568,41.261348;84.197208,41.262249;84.194134,41.258254;84.202103,41.267777;84.203682,41.266942;84.19785,41.269256;84.207485,41.267297;84.2128,41.26083;84.212747,41.262891;84.215209,41.263312;84.216509,41.270306;84.216454,41.27069;84.217612,41.264026;84.21117,41.265779;84.221083,41.271455;84.222791,41.272129;84.222004,41.272282;84.222394,41.271927;84.21722,41.269611;84.216777,41.268132;84.215847,41.26518;84.223392,41.257196;84.214571,41.26618;84.217383,41.257288;84.222969,41.259056;84.216289,41.25815;84.224922,41.258631;84.223767,41.263366;84.225164,41.263277;84.219138,41.263818;84.217665,41.255147;84.225243,41.254226;84.220536,41.253096;84.227997,41.253984;84.221084,41.252005;84.22785,41.247959;84.225679,41.253837;84.220261,41.242958;84.217801,41.249801;84.207768,41.251927"
113  ,bazhoupois_park       ,14         ,B03E40MBK5,拥军广场                   ,"84.269673,41.783883;84.262882,41.782507;84.266022,41.784757;84.266881,41.793475;84.274775,41.786625;84.273028,41.792985;84.269673,41.783883"
114  ,bazhoupois_recreations,1          ,B03E400COP,南铁体训中心                 ,"86.193915,41.736812;86.203293,41.740057;86.194555,41.745657;86.194504,41.745417;86.201465,41.747258;86.200925,41.74706;86.202775,41.745289;86.202328,41.739713;86.193915,41.736812"
115  ,bazhoupois_resident   ,1          ,B03E400B73,康都世纪花园                 ,"86.168776,41.759573;86.159061,41.752015;86.161932,41.75448;86.161474,41.760098;86.168489,41.761778;86.167424,41.761285;86.161263,41.762492;86.170153,41.755688;86.16759,41.760189;86.172118,41.751558;86.163472,41.750821;86.16374,41.750283;86.163877,41.752642;86.169215,41.756952;86.163692,41.757202;86.161392,41.759496;86.168533,41.757884;86.163137,41.752974;86.168044,41.750595;86.160567,41.75138;86.168948,41.751527;86.168876,41.76055;86.168697,41.761028;86.160353,41.758464;86.159416,41.75989;86.168776,41.759573"
116  ,bazhoupois_resident   ,2          ,B03E400CSP,东方花园一号小区               ,"86.164585,41.751735;86.163719,41.74402;86.166092,41.751808;86.167228,41.75265;86.167617,41.75103;86.159401,41.746153;86.167251,41.752855;86.1696,41.754589;86.160995,41.745168;86.164314,41.74675;86.166015,41.756159;86.16641,41.755915;86.157856,41.746311;86.16569,41.747128;86.164458,41.751846;86.164585,41.751735"
117  ,bazhoupois_resident   ,3          ,B03E40ME7N,汇泽佳苑                   ,"86.182389,41.739883;86.174162,41.740646;86.179901,41.73999;86.174398,41.74256;86.183904,41.741071;86.182389,41.739883"
118  ,bazhoupois_resident   ,4          ,B03E40MUFO,川亿·银座                  ,"86.157529,41.748698;86.151703,41.75288;86.157706,41.755728;86.150678,41.747156;86.152493,41.748448;86.156939,41.74688;86.157529,41.748698"
119  ,bazhoupois_resident   ,5          ,B03E40M7XX,新上海花园(花园街)             ,"86.164111,41.753928;86.15802,41.753984;86.16421,41.747152;86.163046,41.753428;86.165252,41.745929;86.166565,41.755739;86.166124,41.755892;86.161131,41.747024;86.160226,41.756978;86.159967,41.75512;86.15782,41.750026;86.159421,41.756888;86.1645,41.755906;86.165769,41.749534;86.164107,41.754097;86.164867,41.747257;86.164111,41.753928"
120  ,bazhoupois_resident   ,6          ,B03E400AGC,华景花园                   ,"86.139135,41.765676;86.14082,41.765116;86.140816,41.764651;86.137832,41.758234;86.131878,41.766086;86.139208,41.758991;86.139135,41.765676"
121  ,bazhoupois_resident   ,7          ,B03E40MYCK,塔河明城                   ,"86.163743,41.749738;86.166425,41.746163;86.157242,41.740657;86.166476,41.747637;86.166298,41.747195;86.167554,41.741038;86.158852,41.740426;86.165175,41.742787;86.165516,41.750205;86.163743,41.749738"
122  ,bazhoupois_resident   ,8          ,B0FFFQ8MJT,永乐阳光水岸                 ,"86.176118,41.713968;86.187671,41.720121;86.178694,41.714822;86.183499,41.713948;86.176118,41.713968"
123  ,bazhoupois_resident   ,9          ,B0FFGE1ZE3,馨景苑                    ,"86.142289,41.747537;86.142926,41.741875;86.142132,41.739341;86.143374,41.746227;86.142602,41.747625;86.141557,41.738629;86.142289,41.747537"
